idproduto,cdprincipal,dscodigo,dsdetalhe,vlprecovenda,stativo,qtestoque,qtestoque2,qtestoque_ttl
000000006N,003681,,TRIPE PARA FLANEALOGRAFO,17.4,S,0.0,0.0,0.0
000000006O,003692,,COORDENADOR CAMINHADO COM CRISTO,4.9,S,0.0,0.0,0.0
000000006P,003706,,INTERM CAMINHANDO COM CRISTO ALUNO,1.0,S,0.0,0.0,0.0
000000006Q,003716,,INTERM CAMINHANDO COM CRISTO PROF,10.0,S,0.0,0.0,0.0
000000006R,003760,,ESCOLA BIBLICA DE FERIAS - Dagmar da Fonseca,29.9,S,0.0,0.0,0.0
000000006S,003781,9798526302098,QUERO ENTENDER A BIBLIA,49.95,S,0.0,0.0,0.0
000000006T,003871,,PROPOSTAS BIBLICAS P LIDERES CRIST,19.6,S,0.0,0.0,0.0
000000006U,003882,9798526301626,REPREENDENDO AS TREVAS,29.9,S,0.0,0.0,0.0
000000006V,003907,9788585685133,AVENTURA ESPIRITUAL,15.3,S,0.0,0.0,0.0
000000006W,003918,9788585685645,PRATICANDO A PRESENCA DE DEUS,34.9,S,0.0,0.0,0.0
000000006X,003940,,CD GRANDE AMIGO - WAGNER E DENIS,5.0,S,1.0,-1.0,0.0
000000006Y,003961,,DOUTRINA DA GRACA,19.9,S,0.0,0.0,0.0
000000006Z,003993,7890000039932,BANDEJA PARA CEIA - PRATA Media,79.9,S,135.0,-5.0,130.0
0000000070,004002,,CD MARCOS GOES ESPECIAL VOL-01,5.0,S,0.0,0.0,0.0
0000000071,004045,,BIBLIA LUXO - Peq NVI,39.0,S,0.0,0.0,0.0
0000000072,004156,,REVISTA GERACAO - II,5.9,S,2.0,-2.0,0.0
0000000073,004177,9798526302449,EFESIOS - Elienai Cabral,31.0,S,0.0,0.0,0.0
0000000074,004199,9788543302539,CINCO LINGUAGENS DO AMOR DAS CRIANCAS,49.9,S,0.0,0.0,0.0
0000000074,004199,9788573251944,CINCO LINGUAGENS DO AMOR DAS CRIANCAS,49.9,S,0.0,0.0,0.0
0000000075,004246,,PLANO DE DEUS PARA A PROFECIA BIBLICA,11.0,S,0.0,0.0,0.0
0000000076,004267,,CERTIFICADO - DISCIPULADO (Renascer),1.9,S,5.0,-5.0,0.0
0000000077,004278,9788573673890,DECOLANDO NAS ASAS DO LOUVOR,27.0,S,0.0,0.0,0.0
0000000078,004290,9788573679311,QUEM E QUEM NA BIBLIA SAGRADA - Vida,97.9,S,0.0,0.0,0.0
0000000079,004304,,CONCORDANCIA BIBLICA EXAUSTIVA,185.0,S,0.0,0.0,0.0
000000007A,004325,,DEUS E TREMENDO,29.0,S,0.0,0.0,0.0
000000007B,004379,,NOSSAS DOUTRINAS BASICAS,10.0,S,43.9999999999998,-44.0,-2.27373675443232e-13
000000007C,004415,9772175429009,MATERNAL - ALUNO,8.0,S,128.0,-128.0,0.0
000000007D,004416,,BERCARIO(0 a 2 anos) - MESTRE,12.99,S,0.0,0.0,0.0
000000007E,004447,7890000044479,MATERNAL - MESTRE KIT (REVISTA/VISUAL),48.0,S,8.0,-8.0,0.0
000000007F,004458,9771519718007,REVISTA ENSINADOR - CPAD,9.95,S,187.0,-187.0,0.0
000000007G,004480,9788526303669,DISCIPULADO MESTRE - 1 Ciclo,13.0,S,126.0,-82.0,44.0
000000007H,004481,9788526303911,DISCIPULADO MESTRE - 2 Ciclo,13.0,S,380.0,-35.0,345.0
000000007I,004516,,BIBLIA INFANTIL - DA CRIANCA,30.0,S,0.0,0.0,0.0
000000007J,004671,9788538300069,AUTORIDADE ESPIRITUAL - Watchaman Nee,14.9,S,3.0,-3.0,0.0
000000007K,004728,9788573674101,BUSCA DO CARATER A - Charles R Swindoll,17.0,S,0.0,0.0,0.0
000000007L,004994,9788573671438,CONHECA MELHOR O ANTIGO TESTAMENTO-S A Ellise,60.5,S,2.0,0.0,2.0
000000007M,005236,9788573671483,DE-ME ANIMO ! - Charles R Swindoll,18.0,S,1.0,-1.0,0.0
000000007N,005581,9788573671520,ENSINANDO C EXITO NA ESCOLA DOMINICAL,12.0,S,0.0,0.0,0.0
000000007O,005606,,ESCOLHAS DE VIDA OU MORTE - Judith Brown,10.0,S,0.0,0.0,0.0
000000007P,005649,9788573671551,ESPIRITO SANTO  MEU COMPANHEIRO-David Yonggi,28.9,S,0.0,0.0,0.0
000000007Q,005650,,ESPIRITO SANTO  O - Ralph M Riggs,7.7,S,0.0,0.0,0.0
000000007R,005739,9788573679908,ESTUDO PANORAMICO DA BIBLIA - BROCHURA,73.0,S,0.0,0.0,0.0
000000007S,005908,,FORMACAO DE UM DISCIPULO  A - Keith Philips,20.0,S,0.0,0.0,0.0
000000007T,006046,9788573679915,HISTORIA DA IGREJA CRISTA - Jesse Lyman,38.0,S,0.0,0.0,0.0
000000007U,006056,,HISTORIAS BIBLICAS PREDILETAS - Ethel Barret,9.0,S,0.0,0.0,0.0
000000007V,006103,9788573671681,HOMEM QUE DEUS USA  O - Oswald Smith,28.0,S,0.0,0.0,0.0
000000007W,006337,,MANUAL DO MINISTRO - Myer Pearlman,17.0,S,1.0,-1.0,0.0
000000007X,006348,,MEIA VOLTA DE FLIX  A - Martin Dauer,8.0,S,0.0,0.0,0.0
000000007Y,006438,,MINISTRANDO COM MUSICA - Betty Jane Grams,41.9,S,0.0,0.0,0.0
000000007Z,006607,9788538300908,MULHER SEM NOME - Nancy Goncalves,33.9,S,0.0,0.0,0.0
0000000080,006617,,MULHERES CHEIAS DE GRACAS - Betty Jane,21.0,S,0.0,0.0,0.0
0000000081,006672,,NEEMIAS E A DINAMICA DA LIDERANCA EFICAZ,27.0,S,0.0,0.0,0.0
0000000082,006829,9788573671735,ORANDO COM JESUS - David Paul,19.0,S,1.0,-1.0,0.0
0000000083,006841,9788573672077,OREMOS,15.0,S,0.0,0.0,0.0
0000000084,007406,,SEIS HORAS DE UMA SEXTA-FEIRA - Max Lucado,27.0,S,0.0,0.0,0.0
0000000085,007417,,SEJA UM VENCEDOR ! - David Paul,23.0,S,0.0,0.0,0.0
0000000086,007550,9788573673364,SOLUCOES PARA OS PROBLEMAS DA VIDA - David Pa,17.0,S,0.0,0.0,0.0
0000000087,008058,9788573254464,BIBLIA INFANTIL - JUNIOR,49.9,S,0.0,0.0,0.0
0000000088,008068,,COMO DEUS AGE,6.0,S,0.0,0.0,0.0
0000000089,008079,,ESBOCO DE TEOLOGIA SISTEMATICA,19.0,S,0.0,0.0,0.0
000000008A,008080,7890000080804,BIBLIA VIVA - LUXO,39.9,S,0.0,0.0,0.0
000000008B,008170,,AMOR QUE NAO SE APAGA  O - Dr  Ed Wheat,19.9,S,0.0,0.0,0.0
000000008C,008191,9788585670221,ANTES DE DIZER SIM ! - Jaime Kemp,36.9,S,0.0,0.0,0.0
000000008D,008317,,COMO DESENVOLVER O TEMPERAMENTO DE SEU FILHOS,28.0,S,0.0,0.0,0.0
000000008E,008338,,COMO REALMENTE AMAR SEU FILHO ADOLESCENTE,23.0,S,0.0,0.0,0.0
000000008F,008518,9788573253146,DECEPCIONADO COM DEUS - Philip Yancey,59.9,S,1.0,0.0,1.0
000000008G,008529,,DE DEUS E O HOMEM - A W Tozer,0.0,S,0.0,0.0,0.0
000000008H,008539,,DE DOIS EM DOIS - Marilyn Lashbrook,8.0,S,0.0,0.0,0.0
000000008I,008673,,DEUS FEZ A MULHER  E - Wanda Assumpcao,25.0,S,0.0,0.0,0.0
000000008J,008684,,E OS DOIS TORNARAM-SE UM - Wanda Assumpcao,20.0,S,0.0,0.0,0.0
000000008K,008719,,ELA PRECISA SABER - Gary Smalley,27.0,S,0.0,0.0,0.0
000000008L,008731,,ENTENDA MELHOR O SEU TEMPERAMENTO,33.0,S,0.0,0.0,0.0
000000008M,008874,,GANHANDO ATRAVES DA PERDA - Evelyn Christen,14.9,S,0.0,0.0,0.0
000000008N,008885,,GENESIS - Irving L Jensen,3.4,S,0.0,0.0,0.0
000000008O,009116,,MELHOR DE A W TOZER  O,19.9,S,0.0,0.0,0.0
000000008P,009328,9788526306431,PEQUENO ATLAS BIBLICO ILUSTRADO - Tim Dowley,45.9,S,0.0,0.0,0.0
000000008Q,009339,,PEQUENO MANUAL DE PERSONAGENS BIBLICOS,11.7,S,0.0,0.0,0.0
000000008R,009350,9788543302768,PEREGRINO - John Bunyan,72.9,S,0.0,0.0,0.0
000000008R,009350,9788599145098,PEREGRINO - John Bunyan,72.9,S,0.0,0.0,0.0
000000008S,009361,,VOL II: PERSPECTIVAS HISTORICAS - C Timoteo,0.0,S,0.0,0.0,0.0
000000008T,009371,,VOL OOO: PERSPECTIVAS TEOLOGICAS - C Timoteo,6.8,S,0.0,0.0,0.0
000000008U,009382,,VOL IV: PERSPECTIVAS CULTURAIS - C Timoteo,6.8,S,0.0,0.0,0.0
000000008V,009393,,VOL V: PERSPECTIVAS ESTRATEGICAS - C Timoteo,0.0,S,0.0,0.0,0.0
000000008W,009407,,PERSPECTIVA BIBLICA  UMA - Winter Hawthorne,8.9,S,0.0,0.0,0.0
000000008X,009418,,PERSPECTIVA HISTORICA  UMA - Winter Hawthorne,13.3,S,0.0,0.0,0.0
000000008Y,009428,,PERSPECTIVA CULTURAL  UMA - Winter Hawthorne,17.0,S,0.0,0.0,0.0
000000008Z,009439,,PERSPECTIVA ESTRATEGICA  UMA - Winter Hawthor,17.4,S,0.0,0.0,0.0
0000000090,009562,,QUE BOM SE ELE SOUBESSE ! - Gary Smalley,27.0,S,0.0,0.0,0.0
0000000091,009821,9788573258431,SETE NECESSIDADES BASICAS DA CRIANCA,16.9,S,0.0,0.0,0.0
0000000092,009832,,SEU DEUS E PEQUENO DEMAIS - J B Phillips,9.9,S,0.0,0.0,0.0
0000000093,009885,9788585670597,SOCORRO  TEMOS FILHOS ! - Bruce Narramore,14.9,S,0.0,0.0,0.0
0000000094,009922,9788573255348,TEMPERAMENTOS TRANSFORMADOS - Tim Lahayer,39.9,S,0.0,0.0,0.0
0000000095,009932,,TEOLOGIA CONTEMPORANEA - Stanley Gundry,16.9,S,0.0,0.0,0.0
0000000096,009954,9788573250428,UMA JORNADA DE ORACAO - Everlyn Christenson,35.0,S,0.0,0.0,0.0
0000000097,009965,,VIAGEM DA CULPA  A - Hal Lindsey,5.0,S,0.0,0.0,0.0
0000000098,009975,,VIDA EM PROFUNDIDADE,0.0,S,0.0,0.0,0.0
0000000099,010021,7890000100212,SOS COM DEUS NA MEDITACAO DA PALAVRA,23.7,S,0.0,0.0,0.0
000000009A,010133,,APOCALIPSE JA - William Goetz,41.3,S,0.0,0.0,0.0
000000009B,010144,7890000101448,APRENDA A VENCER USANDO AS TATICAS DE DEUS,17.1,S,0.0,0.0,0.0
000000009C,010154,,APRENDA A VIVER BEM C DEUS E SEUS IMP SEXUAIS,21.0,S,0.0,0.0,0.0
000000009D,010233,,BENCAO E MALDICAO - Jorge Linhares,9.0,S,0.0,0.0,0.0
000000009E,010266,,CAMINHOS DE DEUS P A CURA - Joy Dawson,16.6,S,0.0,0.0,0.0
000000009F,010334,,COMO APROVEITAR AO MAXIMO SEU TEMPO POTENCIAL,25.4,S,0.0,0.0,0.0
000000009G,010356,9788535802498,COMO CRIAR FILHOS FELIZES E OBEDIENTES,35.5,S,0.0,0.0,0.0
000000009H,010388,,COMO LIDAR COM O SOFRIMENTO - Charles Stanley,21.9,S,0.0,0.0,0.0
000000009I,010398,,COMO NASCER DE NOVO - Billy Graham,23.7,S,0.0,0.0,0.0
000000009J,010525,,CRUZ E PUNHAL  A - David Wilderson,27.2,S,1.0,-1.0,0.0
000000009K,010546,9788535801484,CURA INTERIOR - Betty Tapscott,15.7,S,0.0,0.0,0.0
000000009L,010568,9788535802030,CURA PARA OS TRAUMAS EMOCIONAIS,30.0,S,0.0,0.0,0.0
000000009M,010625,9788535802139,DEUS E DONO DO MEU NEGOCIO - Stanley Ken,25.0,S,0.0,0.0,0.0
000000009N,010647,,DIGA NAO AO COMODISMO E VOLTE PRA CORRIDA,17.5,S,1.0,-1.0,0.0
000000009O,010657,7890000106573,DIGA SIM PARA MUDAR - Luis Palau,23.7,S,0.0,0.0,0.0
000000009P,010668,7890000106689,DIGNO DE LOUVOR - Dick Eastman,18.4,S,0.0,0.0,0.0
000000009Q,010680,7890000106801,DISCIPULADO DINAMICO  O - Gary Kuhne,28.65,S,0.0,0.0,0.0
000000009R,010737,,ELIAS ESTA NAS RUAS - Caio Fabio,11.8,S,0.0,0.0,0.0
000000009S,010747,,ENSINANDO PARA TRANSFORMAR VIDAS - Howard,14.1,S,0.0,0.0,0.0
000000009T,010769,,EU  UM SERVO ? VOCE ESTA BRINCANDO !,29.9,S,0.0,0.0,0.0
000000009U,010780,9788535800340,FALE A VERDADE CONSIGO MESMO,35.5,S,0.0,0.0,0.0
000000009V,010827,9788535802108,FE E FINANCAS NO REINO DE DEUS,33.5,S,0.0,0.0,0.0
000000009W,010837,,FINNEY: TUDO SE RESUME NO AMOR - J W Jepson,15.0,S,0.0,0.0,0.0
000000009X,010848,9788535802023,FIRME SEUS VALORES - Charles Swindoll,30.5,S,0.0,0.0,0.0
000000009Y,010859,,FOGE  NICKY  FOGE! - Nicky Cruz,33.5,S,0.0,0.0,0.0
000000009Z,010869,,FRUTOS DO ESPIRITO SANTO - W Phillip Keller,21.0,S,0.0,0.0,0.0
00000000A0,010870,,FUGI DO INFERNO - Lourdes Augusto,9.6,S,0.0,0.0,0.0
00000000A1,010881,,FUTURO GLORIOSO DO PLANETA TERRA,16.83,S,0.0,0.0,0.0
00000000A2,010892,,GRANDES POSSIBILIDADES DA JUVENTUDE,9.5,S,0.0,0.0,0.0
00000000A3,010927,,IMPERIO DAS SEITAS VOL I  O,26.3,S,0.0,0.0,0.0
00000000A4,010938,,IMPERIO DAS SEITAS VOL II  O,27.2,S,0.0,0.0,0.0
00000000A5,010949,,IMPERIO DAS SEITAS VOL III  O,23.7,S,0.0,0.0,0.0
00000000A6,010959,,IMPERIO DAS SEITAS VOL IV  O,27.2,S,0.0,0.0,0.0
00000000A7,010960,,INTERCESSOR - Norman Glubb,36.0,S,0.0,0.0,0.0
00000000A8,011133,,MENTE RENOVADA  A - Larry Christenson,12.4,S,0.0,0.0,0.0
00000000A9,011187,9788535801262,NADA ME FALTARA - Phillip Keller,23.5,S,0.0,0.0,0.0
00000000AA,011202,,NEM UMA HORA? - Larry Lea,24.6,S,0.0,0.0,0.0
00000000AB,011213,,NOS BASTIDORES DOS ESPIRITOS - Caio Fabio,9.8,S,0.0,0.0,0.0
00000000AC,011245,,NUNCA MAIS SERAS O MESMO - Basilea Schilink,19.3,S,0.0,0.0,0.0
00000000AD,011298,9788535802047,ORACAO QUE FUNCIONA  A,22.9,S,0.0,0.0,0.0
00000000AE,011302,,PARA QUE TODOS SEJAM SANTOS - Samuel Brengle,17.6,S,0.0,0.0,0.0
00000000AF,011378,,PODER PARA TESTEMUNHAR - A F Ballenger,16.1,S,0.0,0.0,0.0
00000000AG,011388,9788535802177,PODER RESTAURADOR DO PERDAO - George foster,20.1,S,0.0,0.0,0.0
00000000AH,011399,9788535801224,PONHA ORDEM NO SEU MUNDO INTERIOR,34.3,S,0.0,0.0,0.0
00000000AI,011403,,PORQUE DEUS ME FEZ ASSIM? - Tim Stafford,20.1,S,0.0,0.0,0.0
00000000AJ,011446,,PREGACAO NO ESPIRITO - Dennis Kinlaw,20.1,S,0.0,0.0,0.0
00000000AK,011457,,PROCLAMAI    PELA TELEVISAO - Pat Robertson,13.1,S,0.0,0.0,0.0
00000000AL,011478,9788535802221,PROCURA DE UM GRANDE AMOR  A - George Foster,14.9,S,0.0,0.0,0.0
00000000AM,011536,,RECONQUISTE SUA CIDADE P DEUS - John dawson,25.4,S,0.0,0.0,0.0
00000000AN,011547,,REDEMOINHO  O - Bill Myers,14.3,S,0.0,0.0,0.0
00000000AO,011557,,REFUGIO SECRETO  O - Corrie Ten Boom,31.5,S,0.0,0.0,0.0
00000000AP,011647,9788535801286,SEJA UM LIDER DE VERDADE - John Haggai,33.5,S,0.0,0.0,0.0
00000000AQ,011658,,SENHORES DA TERRA - Don Richardson,34.3,S,0.0,0.0,0.0
00000000AR,011680,,TOTEM DA PAZ  O - Don Richardson,38.7,S,0.0,0.0,0.0
00000000AS,011769,9788535802627,VIVENDO SEM MASCARAS - Charles Swindol,36.7,S,0.0,0.0,0.0
00000000AT,011827,7890000118279,DESCUBRA SUAS OPORTUNIDADES,7.2,S,1.0,-1.0,0.0
00000000AU,011849,,DESCUBRA O AMOR - Robert Schuller,7.2,S,0.0,0.0,0.0
00000000AV,012425,,NOVO TESTAMENTO ILUSTRADO  O,12.0,S,3.0,-3.0,0.0
00000000AW,012436,,PATMOS  QUANDO O CEU SE ABRIU,7.9,S,0.0,0.0,0.0
00000000AX,012447,,ROMPENDO A TELA DA EMBROMACAO,3.8,S,0.0,0.0,0.0
00000000AY,012457,,TRIBUNAL DE CRISTO  O - Erling Strom,4.6,S,0.0,0.0,0.0
00000000AZ,012468,,UM CAMINHO MELHOR - K Neill Foster,11.7,S,0.0,0.0,0.0
00000000B0,012526,,CANTATA - KIT COMPLETO P CORAL,370.0,S,0.0,0.0,0.0
00000000B1,012547,,NOVO TESTAMENTO CP DURA SALMOS,10.0,S,0.0,0.0,0.0
00000000B2,012569,9788573251951,BIBLIA INFANTIL - DAS MENINAS,54.9,S,1.0,-1.0,0.0
00000000B3,012579,,NOVO TESTAMENTO CP DURA C VOCABULARIO,6.5,S,0.0,0.0,0.0
00000000B4,012580,9788578607784,21 IRREFUTAVEIS LEIS DA LIDERANCA,39.9,S,0.0,0.0,0.0
00000000B5,012591,7898203060951,HISTORIA ECLESIASTICA - Euzebio de Cesareia,69.95,S,3.0,0.0,3.0
00000000B5,012591,9788526302518,HISTORIA ECLESIASTICA - Euzebio de Cesareia,69.95,S,3.0,0.0,3.0
00000000B6,012616,9788578602192,NAS GARRAS DA GRACA,36.9,S,0.0,0.0,0.0
00000000B7,012626,9788578601805,QUANDO CRISTO VOLTAR - Max Lucado,36.95,S,0.0,0.0,0.0
00000000B8,012670,,BIBLIA C HARPA ZIPER - Peq,24.9,S,0.0,0.0,0.0
00000000B9,013458,,CORINHOS CIFRADOS,5.0,S,0.0,0.0,0.0
00000000BA,013516,,HINARIO PINGO DE GENTE (PATRICIA),1.5,S,0.0,0.0,0.0
00000000BB,013605,9788574590318,ANJOS  AGENTES SECRETOS DE DEUS,13.0,S,0.0,0.0,0.0
00000000BC,013627,7890000136273,CONHECENDO A CONGREGACAO CRISTAO DO BRASIL,9.4,S,0.0,0.0,0.0
00000000BD,013638,9788574590592,CONHECENDO AS DOUTRINAS DOS MORMONS,10.0,S,0.0,0.0,0.0
00000000BE,013648,,CONHECENDO O CRISTAO EVANGELICO,5.5,S,0.0,0.0,0.0
00000000BF,013659,,ISLAMISMO - Rachid K Abdalla,14.0,S,1.0,-1.0,0.0
00000000BG,013692,,NOVA ERA  O ENIGMA DE SATANAS,10.0,S,0.0,0.0,0.0
00000000BH,013717,,ESBOCOS BIBLICOS  PARA SERMOES,14.0,S,0.0,0.0,0.0
00000000BI,013760,9788574592114,MENSAGENS DE PODER - I,18.0,S,0.0,0.0,0.0
00000000BJ,013771,9788574590509,MENSAGENS DE PODER - II,16.0,S,0.0,0.0,0.0
00000000BK,013782,9788574590417,PREGANDO COM PODER VOL 1,19.9,S,0.0,0.0,0.0
00000000BL,013793,9788574590424,PREGANDO COM PODER VOL 2,19.9,S,0.0,0.0,0.0
00000000BM,013807,9788574590448,TEMARIO DO PREGADOR VOL 1,13.0,S,1.0,-1.0,0.0
00000000BN,013817,,TEMARIO DO PREGADOR VOL 2,13.0,S,0.0,0.0,0.0
00000000BO,013828,9798574590232,EXERCICIOS BIBLICOS EM PERGUNTAS E RESPOSTAS,29.9,S,3.0,0.0,3.0
00000000BP,013839,,PERIGOS OCULTOS DA NOVA ERA  OS,15.9,S,0.0,0.0,0.0
00000000BQ,013840,,SERPENTE NO COPO (ESTUDO S ALCOOLISMOS),10.0,S,0.0,0.0,0.0
00000000BR,013850,,SUA VIDA COM CRISTO (P NOVOS CONVERTIDOS,2.9,S,0.0,0.0,0.0
00000000BS,013872,,BRINCANDO DE PECAR - Abimael C Melo,5.0,S,0.0,0.0,0.0
00000000BT,013883,,CALVARIO NO PROCESSO DA CURA  O,5.0,S,0.0,0.0,0.0
00000000BU,013938,,BRONZE - ABAJUR MAOS SALMO 23,154.9,S,0.0,0.0,0.0
00000000BV,014034,7890000140348,ANEL - DOURADO,6.9,S,3.0,-3.0,0.0
00000000BW,014077,7890000140775,BRINCO EM METAL - Dourado,4.0,S,1.0,-1.0,0.0
00000000BX,014279,,CD MINHAS MAOZINHAS - Gp Logos,5.0,S,0.0,0.0,0.0
00000000BY,014290,,CD LOUVOR 5 e 6 - VPC,5.0,S,0.0,0.0,0.0
00000000BZ,014304,,CD LOUVOR 8 - VPC,5.0,S,0.0,0.0,0.0
00000000C0,014354,7890000143547,BRONZE - SIMBOLO TEOLOGIA,26.9,S,0.0,0.0,0.0
00000000C1,014454,7890000144544,BRONZE - SIMBOLO TEOLOGIA C CANETA,49.9,S,0.0,0.0,0.0
00000000C2,014458,,CD TANTO AMOR - V P C,5.0,S,0.0,0.0,0.0
00000000C3,014469,,CD 20 ANOS BOM PASTOR,5.0,S,0.0,0.0,0.0
00000000C4,014693,7898931457689,CD MARA LIMA E SEUS AMIGUINHOS - 1,5.0,S,0.0,0.0,0.0
00000000C5,014782,,CD NADA DE SOLIDAO - Rinaldo Abcases,5.0,S,0.0,0.0,0.0
00000000C6,015089,7890000150897,CD FRUTO DE VIDA II - VPC,5.0,S,0.0,0.0,0.0
00000000C7,015099,7890000150996,CD CLUBINHO DO PAPAI DO CEU,5.0,S,0.0,0.0,0.0
00000000C8,015114,,CD SENTIMENTO - Gp Candeia,5.0,S,0.0,0.0,0.0
00000000C9,015136,7890000151368,CD FRUTO DE VIDA I - VPC,5.0,S,0.0,0.0,0.0
00000000CA,015427,,CD QUEM E JESUS I -Cid Moreira,5.0,S,0.0,0.0,0.0
00000000CB,015437,,CD MEU GRANDE AMIGO - Waldecir Aguiar,5.0,S,0.0,0.0,0.0
00000000CC,015448,,CD TODO AMOR - Marcos Cezar,5.0,S,0.0,0.0,0.0
00000000CD,015459,,CD PRESENCA - Jorge Camargo,5.0,S,0.0,0.0,0.0
00000000CE,015460,,CD ALGEMAS - Junior,5.0,S,0.0,0.0,0.0
00000000CF,015470,,CD COISAS DA VIDA,5.0,S,0.0,0.0,0.0
00000000CG,015506,,CD O HOMEM DAS MAOS FURADAS,5.0,S,0.0,0.0,0.0
00000000CH,015517,,CD O MACHADO FLUTUOU - Cicero Nogueira,5.0,S,0.0,0.0,0.0
00000000CI,015538,,CD RENDEI GRACAS - Kleber Lucas,5.0,S,0.0,0.0,0.0
00000000CJ,015549,,CD SANTUARIO - Kalebe,5.0,S,0.0,0.0,0.0
00000000CK,015550,,CD GOTAS DE SANGUE - Junior,5.0,S,0.0,0.0,0.0
00000000CL,015762,9788527500098,CHAVE LINGUISTICA DO N TEST GREGO,118.9,S,0.0,0.0,0.0
00000000CM,015772,9788527500067,COLETANEA DE ILUSTRACOES,43.9,S,1.0,0.0,1.0
00000000CN,015783,,COLOSSENSES E FILEMOM,17.0,S,0.0,0.0,0.0
00000000CO,015829,,I CORINTIOS - Leon Morris,18.0,S,0.0,0.0,0.0
00000000CP,015830,,II CORINTIOS - Colin Kruse,19.0,S,0.0,0.0,0.0
00000000CQ,015851,9788527500104,COSTUMES E CULTURAS,41.9,S,14.0,0.0,14.0
00000000CR,015862,9788527503853,CRISTIANISMO ATRAVES DOS SECULOS  O,139.9,S,3.0,0.0,3.0
00000000CS,015894,9788527501811,CRITICA TEXTUAL DO NOVO TESTAMENTO,44.9,S,0.0,0.0,0.0
00000000CT,016003,,ENCICLOPEDIA HIST TEOL DA IGREJA CRISTA(3VOL),173.7,S,0.0,0.0,0.0
00000000CU,016046,9786559670055,ENTENDES O QUE LES ?,93.9,S,14.0,0.0,14.0
00000000CU,016046,9788527500241,ENTENDES O QUE LES ?,93.9,S,14.0,0.0,14.0
00000000CU,016046,9788527504607,ENTENDES O QUE LES ?,93.9,S,14.0,0.0,14.0
00000000CV,016057,,EQUIPANDO OS SANTOS VOL 1-A,13.0,S,0.0,0.0,0.0
00000000CW,016068,,EQUIPANDO OS SANTOS VOL 1-B,14.0,S,0.0,0.0,0.0
00000000CX,016078,,EQUIPANDO OS SANTOS VOL 2-A,15.0,S,0.0,0.0,0.0
00000000CY,016089,,EQUIPANDO OS SANTOS VOL 2-B,15.0,S,0.0,0.0,0.0
00000000CZ,016090,9788527503686,ESCATOLOGIA DO NOVO TESTAMENTO - Vida Nova,30.9,S,0.0,0.0,0.0
00000000D0,016104,,ESDRAS E NEEMIAS,11.0,S,0.0,0.0,0.0
00000000D1,016115,,ESPIRITO SANTO  O - BILLY GRAHAM,18.0,S,0.0,0.0,0.0
00000000D2,016125,,ESTER,6.51,S,0.0,0.0,0.0
00000000D3,016147,,ESTUDOS DO VOCABULARIO DO N TESTAMENTO,21.0,S,0.0,0.0,0.0
00000000D4,016158,,LIVRO COM CARTOES DE MEMORIZACAO,22.5,S,0.0,0.0,0.0
00000000D5,016168,9798527503340,ESTUDOS NA BIBLIA HEBRAICA,37.9,S,0.0,0.0,0.0
00000000D6,016180,9788527503808,ETICA DOS DEZ MANDAMENTOS  A,65.9,S,4.0,0.0,4.0
00000000D7,016205,,GENESIS A JOSUE VOL 1,14.0,S,0.0,0.0,0.0
00000000D8,016215,,JUIZES A ESTER VOL 2,15.0,S,0.0,0.0,0.0
00000000D9,016226,,JO A LAMENTACOES VOL 3,15.0,S,0.0,0.0,0.0
00000000DA,016237,,EZEQUIEL A MALAQUIAS VOL 4,15.0,S,0.0,0.0,0.0
00000000DB,016247,,PERIODO INTER E EVANGELHOS VOL 5,17.0,S,0.0,0.0,0.0
00000000DC,016258,,ATOS A APOCALIPSE VOL 6,18.0,S,0.0,0.0,0.0
00000000DD,016305,9788527504010,FATOR MELQUISEDEQUE  O,63.9,S,1.0,0.0,1.0
00000000DE,016316,,FILIPENSES - Ralph P,18.0,S,0.0,0.0,0.0
00000000DF,016359,,GRAMATICA SINTATICA DO GREGO DO N TESTAMENTO,27.9,S,0.0,0.0,0.0
00000000DG,016360,,HEBREUS - Donald G,19.0,S,0.0,0.0,0.0
00000000DH,016460,,INCONCLUSA VOL 10,11.0,S,0.0,0.0,0.0
00000000DI,016471,9788527501545,HISTORIA DE ISRAEL NO A TESTAMENTO,130.9,S,0.0,0.0,0.0
00000000DJ,016482,,HOMENS DE DEUS EM TEMPOS DE CRISE,15.0,S,0.0,0.0,0.0
00000000DK,016492,,HISTORIA DAS MISSOES,28.0,S,0.0,0.0,0.0
00000000DL,016506,,HOROSCOPO E A VIDA,9.9,S,0.0,0.0,0.0
00000000DM,016517,9788527502047,IGREJA FORMA E ESSENCIA - Gene A  Getz,57.9,S,0.0,0.0,0.0
00000000DN,016528,,IGREJA LOCAL E MISSOES  A,27.9,S,0.0,0.0,0.0
00000000DO,016539,,IGREJA: O POVO DE DEUS  A,10.5,S,0.0,0.0,0.0
00000000DP,016549,9788527501781,IMORTALIDADE,55.9,S,3.0,0.0,3.0
00000000DQ,016550,,INTEGRACAO TOTAL DOS NOVOS CONVERTIDOS,8.0,S,0.0,0.0,0.0
00000000DR,016561,,INTERACAO HUMANA,12.0,S,0.0,0.0,0.0
00000000DS,016582,9788527501422,INTRODUCAO A FILOSOFIA,97.9,S,0.0,0.0,0.0
00000000DS,016582,9788527506847,INTRODUCAO A FILOSOFIA,97.9,S,0.0,0.0,0.0
